Q006,Q024,Q003,Q001,Q004,Q002,Q008,Q010,Q018,Q019,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
1,1,0,1,0,1,1,1,0,1,569.0,525.0,533.4,393.2,340.0,0
6,0,3,4,1,4,2,1,0,1,555.5,617.9,632.8,761.0,780.0,2
3,2,3,6,1,4,1,1,1,2,503.7,542.2,540.6,606.8,380.0,2
9,0,3,6,3,6,3,2,0,1,491.1,690.3,578.2,789.5,940.0,1
11,3,3,6,4,6,3,1,0,3,509.4,536.5,487.9,456.6,680.0,1
1,1,1,2,1,1,1,0,0,1,436.4,508.6,514.4,436.4,460.0,0
2,0,5,3,2,6,1,1,0,2,388.0,532.6,467.5,375.9,620.0,0
10,0,4,6,4,6,3,0,0,1,358.3,372.3,317.9,430.2,400.0,0
3,1,2,2,1,4,1,0,0,1,454.4,506.6,526.7,496.2,600.0,0
3,0,1,3,5,4,1,0,0,1,537.7,594.5,597.6,597.8,640.0,2
1,0,1,4,5,4,1,0,0,1,574.2,578.1,597.6,409.4,880.0,2
4,0,3,5,0,3,1,1,0,1,499.0,547.5,433.0,511.8,700.0,0
6,1,3,5,4,6,2,0,1,1,674.2,632.5,629.5,735.4,920.0,1
2,0,1,1,0,1,1,0,0,1,483.7,437.9,482.0,416.3,300.0,0
2,1,1,2,1,2,1,1,0,2,566.0,609.2,625.6,366.0,740.0,2
13,3,3,4,3,5,4,1,1,1,696.8,667.9,726.0,741.2,960.0,1
12,3,4,6,3,5,4,1,1,2,791.3,701.7,684.3,867.0,720.0,1
8,1,3,4,3,6,1,1,0,1,622.0,659.3,598.7,744.1,820.0,2
1,0,1,1,2,1,1,0,0,1,550.0,465.4,520.6,487.4,820.0,0
1,0,3,4,3,5,1,0,0,0,422.0,545.8,620.0,348.8,500.0,2
4,1,2,4,3,4,1,1,1,2,573.8,571.5,542.9,698.1,840.0,2
5,1,3,4,3,4,2,1,0,2,503.6,504.9,510.5,581.5,700.0,1
2,0,2,4,0,4,1,1,0,1,528.3,607.8,635.2,512.2,900.0,2
1,0,5,4,1,2,1,0,0,1,439.2,485.2,475.9,547.9,620.0,0
2,0,0,1,3,4,2,0,0,1,420.4,348.9,461.6,369.4,460.0,0
4,0,1,1,1,1,2,2,0,1,393.8,455.8,453.2,364.7,360.0,0
2,0,1,4,1,2,1,1,0,1,475.5,482.9,444.9,490.1,600.0,0
9,1,4,6,4,6,2,1,0,2,381.6,432.8,466.4,509.2,800.0,1
8,0,2,1,3,4,2,1,0,1,536.3,524.3,518.1,553.9,580.0,1
7,0,2,0,5,3,1,1,0,2,474.1,523.5,591.5,450.7,520.0,2
1,0,2,3,1,4,1,0,0,1,528.4,614.5,600.7,487.6,880.0,2
9,0,2,4,4,4,2,1,0,1,397.5,365.0,469.8,535.1,580.0,2
3,0,2,3,1,4,1,0,0,1,492.4,506.5,553.4,521.1,480.0,0
1,0,5,7,5,3,1,0,0,1,438.8,542.6,571.2,601.2,0.0,0
0,0,0,1,0,1,1,0,0,1,515.6,593.5,483.3,596.2,600.0,0
1,0,0,0,1,4,1,0,0,1,453.3,399.3,468.7,480.7,520.0,0
0,1,2,1,1,1,1,0,0,1,475.9,540.5,507.7,403.1,540.0,0
3,1,1,4,3,5,1,1,0,1,412.6,539.0,549.6,647.0,900.0,2
0,0,1,2,1,4,1,0,0,1,345.8,539.0,466.4,564.3,600.0,0
0,1,0,3,1,3,1,0,0,1,452.5,448.1,443.1,399.0,280.0,0
3,0,3,4,3,5,2,1,0,2,517.6,579.9,534.8,537.9,500.0,1
3,0,2,2,2,2,2,0,1,1,417.9,539.0,515.6,557.2,640.0,2
1,0,0,1,0,1,1,0,0,1,401.6,432.0,381.4,340.0,320.0,0
6,1,3,6,1,5,1,1,0,1,513.5,510.7,418.3,613.7,600.0,0
1,0,2,4,1,4,1,0,0,1,556.6,431.4,480.6,377.8,760.0,0
3,0,2,1,1,4,1,0,0,1,430.4,528.3,473.4,598.3,640.0,0
2,0,1,7,3,4,1,1,1,1,424.3,470.1,453.0,427.1,620.0,2
1,1,1,2,2,2,1,0,0,1,491.6,554.6,493.3,439.5,600.0,0
2,0,2,3,1,3,1,0,0,1,503.3,591.3,563.9,447.8,640.0,0
16,4,4,6,4,5,3,3,1,4,518.2,421.7,470.3,547.0,460.0,1
1,0,2,1,5,1,1,0,0,1,450.0,497.7,537.1,454.9,380.0,0
4,0,2,4,1,4,1,1,1,1,439.3,512.3,470.5,452.8,560.0,2
2,0,0,1,0,1,1,0,0,1,425.6,448.6,419.9,415.3,480.0,0
8,2,2,4,1,4,1,1,1,2,543.6,564.6,643.3,742.7,880.0,2
3,1,2,3,1,3,2,1,1,2,502.5,524.4,535.3,453.6,620.0,2
6,1,2,4,2,5,2,1,1,1,613.3,673.2,626.0,767.8,920.0,2
1,0,0,2,0,4,2,0,0,1,405.5,402.5,451.1,349.9,660.0,0
1,0,0,2,1,4,1,1,1,1,383.7,502.5,461.7,380.0,440.0,2
13,2,4,6,3,6,2,2,0,3,750.7,650.5,651.9,838.4,940.0,1
1,1,5,7,5,7,1,0,0,1,393.1,443.7,482.7,490.5,0.0,0
4,2,2,4,2,6,3,0,1,1,521.4,563.8,547.4,633.4,520.0,2
16,4,4,6,3,6,3,3,1,2,561.6,618.2,592.1,734.6,800.0,1
1,0,1,1,2,1,1,0,0,1,487.7,503.9,532.0,364.9,440.0,0
2,0,3,6,3,4,1,0,0,1,622.4,629.9,585.7,732.0,920.0,2
2,1,0,1,0,1,1,0,0,1,483.2,516.1,495.4,539.8,520.0,0
3,1,1,1,3,5,2,0,0,1,541.6,602.4,589.5,612.2,880.0,2
1,0,0,7,0,4,1,0,0,1,461.3,486.6,504.2,430.6,760.0,0
2,1,1,3,3,4,1,0,0,1,404.6,500.9,482.9,383.8,800.0,2
6,1,3,6,3,5,2,1,1,3,551.5,463.2,468.4,450.4,760.0,1
10,3,4,6,4,6,4,1,1,2,570.7,565.1,545.6,565.5,940.0,1
3,1,2,2,1,2,2,1,0,1,514.9,601.6,545.1,633.8,900.0,0
4,0,0,4,2,4,1,1,0,1,425.1,564.3,576.3,466.1,520.0,2
3,0,2,2,1,2,1,0,0,1,499.4,376.0,458.9,354.2,940.0,0
16,4,4,6,4,6,4,4,1,4,479.9,565.7,566.9,591.4,820.0,1
3,0,3,4,3,5,2,1,1,1,491.3,538.7,515.5,578.6,960.0,2
1,0,0,1,2,4,1,0,0,1,511.9,519.5,542.2,498.4,520.0,0
3,0,2,2,1,2,1,1,0,2,448.1,556.8,578.7,425.8,360.0,2
9,1,4,5,4,6,4,2,1,2,548.5,520.8,527.4,493.0,920.0,1
3,0,5,7,0,0,1,0,0,1,407.9,486.7,424.0,419.2,0.0,0
2,1,3,2,3,3,2,2,1,1,531.5,558.7,545.5,561.6,360.0,2
1,0,0,5,1,1,1,0,0,0,533.0,529.0,504.3,460.6,780.0,0
9,2,3,5,3,6,3,1,1,0,623.3,660.9,649.6,738.9,840.0,1
4,1,1,2,2,2,2,1,0,1,485.8,538.0,506.6,425.9,640.0,0
7,1,1,2,1,1,1,1,0,1,428.5,519.8,495.2,491.3,440.0,0
1,0,5,1,5,3,1,0,0,1,523.4,576.6,524.9,590.2,620.0,0
5,0,2,4,1,4,2,1,1,1,486.5,425.9,461.0,340.2,560.0,2
1,0,2,7,2,4,1,0,0,1,455.4,576.4,536.7,606.2,240.0,0
1,0,0,0,0,4,1,0,0,1,417.9,607.1,515.7,733.2,900.0,0
0,0,0,4,1,3,1,0,0,1,440.5,363.2,460.1,390.3,0.0,0
4,1,2,4,5,4,1,1,1,1,452.8,508.6,495.4,444.4,740.0,2
7,1,2,2,1,2,2,0,1,2,370.2,511.1,614.3,488.4,780.0,2
5,0,2,2,1,3,1,1,0,2,569.7,631.5,611.8,655.8,640.0,2
1,0,0,1,0,2,1,0,0,1,443.6,529.4,510.9,440.5,520.0,0
4,1,2,2,3,4,1,0,0,1,582.0,599.1,467.2,503.1,860.0,0
2,1,1,3,1,4,1,0,0,3,557.1,605.8,595.6,703.5,760.0,2
3,1,3,4,3,4,1,0,0,2,510.6,522.1,575.7,653.6,520.0,2
0,0,0,7,0,2,1,0,0,1,440.2,451.9,443.8,496.0,340.0,0
3,1,5,7,1,2,1,0,0,1,466.8,359.3,461.7,475.6,560.0,0
3,1,1,4,3,4,1,1,1,2,540.5,622.2,584.1,704.8,480.0,2
0,0,0,1,0,4,1,0,0,0,427.2,433.7,385.4,361.6,380.0,0
0,0,5,3,5,4,1,0,0,0,406.3,484.2,485.7,557.1,540.0,0
4,1,1,4,1,4,2,1,1,1,516.9,531.3,492.3,586.8,720.0,2
2,1,2,1,3,6,1,0,0,1,616.3,605.0,509.6,755.9,720.0,2
16,4,4,5,4,6,3,2,1,2,643.2,656.3,630.6,868.6,840.0,1
10,4,3,5,1,5,4,2,1,4,549.7,622.9,612.9,693.1,780.0,1
3,1,1,2,3,5,1,1,0,2,448.9,361.0,487.4,498.0,860.0,2
7,1,3,4,5,5,1,2,1,2,558.1,611.2,529.1,633.1,440.0,1
2,0,2,4,1,4,1,0,0,0,539.7,423.4,480.4,469.5,580.0,0
4,0,0,1,3,5,1,0,0,1,498.4,519.9,528.4,457.1,820.0,0
6,3,4,6,4,6,2,2,1,2,508.5,458.1,526.8,622.6,740.0,1
2,0,1,2,1,2,1,0,0,1,447.1,538.5,504.1,503.0,440.0,0
2,1,1,7,1,4,1,1,0,1,514.2,542.3,511.5,384.0,540.0,0
1,0,2,2,1,4,1,0,0,1,515.1,442.7,495.2,511.9,580.0,0
3,2,5,6,3,4,1,0,0,0,483.1,561.2,512.9,534.9,580.0,0
1,0,2,1,2,1,1,0,0,1,414.3,409.5,397.7,328.6,480.0,0
0,0,5,1,5,1,0,0,0,0,541.4,488.8,514.7,400.9,680.0,0
1,0,1,1,5,4,1,0,0,1,489.8,544.2,532.1,544.2,420.0,2
2,0,5,7,5,7,1,0,0,1,355.9,428.8,487.0,364.2,720.0,0
10,1,5,7,3,4,1,1,1,2,527.5,663.8,650.2,650.2,520.0,2
2,0,1,1,1,1,1,0,0,1,520.3,534.1,580.5,524.9,760.0,0
2,0,1,2,1,2,1,0,0,1,323.8,495.3,391.6,510.1,600.0,0
2,1,2,2,1,4,1,0,0,1,395.6,624.3,537.1,427.4,520.0,0
3,0,5,4,5,4,1,0,0,2,480.4,356.0,419.4,428.3,340.0,0
3,1,1,4,3,3,2,0,0,2,340.5,373.2,397.4,475.1,580.0,0
1,0,2,1,2,1,1,0,0,0,397.4,416.2,415.3,388.2,560.0,0
4,1,2,2,1,6,1,1,0,1,600.4,619.6,640.1,654.1,860.0,2
2,0,3,3,1,3,1,1,0,1,531.5,549.2,594.2,666.6,880.0,2
2,1,1,5,2,4,1,1,0,1,600.3,625.6,580.3,601.2,920.0,2
6,4,3,4,3,6,2,1,1,3,705.6,675.0,626.0,765.2,760.0,1
4,1,3,1,1,4,1,2,1,1,555.3,557.9,541.2,387.5,360.0,2
9,2,2,2,3,6,3,1,1,1,573.6,420.9,567.5,559.1,600.0,1
0,0,1,2,1,4,1,0,0,1,583.3,562.2,546.7,640.8,600.0,0
1,0,0,3,0,3,1,0,0,1,379.8,349.4,463.5,363.2,380.0,0
1,0,2,4,3,5,2,1,0,1,448.5,589.8,547.6,581.3,760.0,1
2,1,5,7,3,4,1,0,0,1,609.2,664.6,593.2,575.7,920.0,2
1,0,2,4,3,4,1,1,0,1,413.1,442.7,462.4,350.3,520.0,2
1,0,2,1,3,4,1,0,0,1,470.4,585.0,526.2,407.7,580.0,2
6,0,4,5,4,5,1,0,1,1,551.1,551.9,572.4,653.5,660.0,2
14,2,3,5,3,5,3,1,1,2,360.4,417.5,425.2,620.1,560.0,1
1,0,0,0,0,2,1,0,0,1,435.1,526.6,512.0,492.0,480.0,0
2,0,2,1,3,2,4,1,0,1,456.3,509.0,524.5,413.5,640.0,1
9,0,3,5,3,4,1,1,1,3,421.2,488.8,456.0,487.9,380.0,2
3,0,5,7,5,7,1,1,0,1,540.5,554.5,540.0,598.3,560.0,2
0,0,5,7,2,7,0,0,0,1,492.7,508.2,465.6,345.7,360.0,0
1,0,2,1,1,4,1,0,0,1,326.3,428.1,504.1,498.6,440.0,0
1,0,3,7,3,4,1,0,0,1,510.1,536.6,518.6,655.1,800.0,2
5,3,2,2,5,4,2,1,0,1,538.8,611.7,623.7,610.2,600.0,2
3,1,0,4,1,4,1,0,0,1,599.5,602.4,608.1,646.1,840.0,2
2,1,2,3,1,3,1,0,0,1,575.2,644.3,603.6,591.1,480.0,0
1,0,2,3,3,6,1,0,0,1,469.3,580.4,503.2,574.1,920.0,2
2,1,1,3,1,2,1,0,0,1,421.3,380.6,531.2,533.1,460.0,0
3,0,1,2,0,2,1,0,0,1,553.3,461.1,411.7,348.1,460.0,0
16,3,4,6,4,6,3,1,1,2,717.0,698.1,692.5,829.4,960.0,1
1,0,5,4,5,4,1,1,0,1,505.9,497.1,502.8,370.7,660.0,0
4,0,2,7,3,4,1,0,0,1,502.4,546.4,531.7,606.2,560.0,2
2,0,1,1,1,4,1,0,0,1,521.4,527.2,574.8,581.3,860.0,0
2,0,1,4,1,4,1,0,0,1,437.0,516.2,546.9,647.3,420.0,0
3,1,1,7,3,4,1,1,0,1,546.8,641.7,599.5,691.4,880.0,2
3,1,2,2,2,6,2,1,0,1,440.3,556.5,490.4,482.8,880.0,2
1,0,2,4,1,4,1,0,0,1,477.4,428.0,375.9,441.1,480.0,0
2,1,2,1,1,1,1,1,0,1,556.5,636.2,641.0,567.5,760.0,2
1,0,5,4,5,5,1,0,0,1,495.1,580.5,528.4,534.8,860.0,0
5,1,5,7,1,1,2,0,0,1,445.6,453.8,486.8,376.3,580.0,0
3,2,2,1,1,4,2,1,0,2,631.9,610.8,606.5,598.8,800.0,2
2,0,2,4,2,2,2,1,0,2,421.1,469.9,552.3,536.4,920.0,2
2,1,3,5,3,5,3,1,0,2,697.1,667.3,721.2,816.9,900.0,1
1,0,5,7,1,4,1,0,0,1,428.1,577.3,547.8,417.9,0.0,0
6,1,1,4,1,4,2,1,1,2,518.2,606.4,614.2,720.9,580.0,2
1,1,1,4,1,4,1,1,0,1,438.2,414.3,466.2,400.2,540.0,2
13,2,1,2,3,6,1,1,0,2,602.7,666.1,640.7,743.5,940.0,2
3,1,2,7,2,4,2,2,0,1,503.6,482.7,476.7,537.7,460.0,0
13,1,3,1,1,4,3,2,0,2,597.6,582.3,437.6,789.7,820.0,1
4,1,4,7,3,7,4,3,1,3,489.3,533.4,523.7,546.9,820.0,1
2,1,1,4,1,4,1,0,0,2,446.5,582.5,522.1,420.6,300.0,0
4,1,4,5,3,4,3,1,1,2,569.9,588.7,541.1,617.4,620.0,2
1,1,2,4,1,7,2,1,0,1,399.0,509.3,489.5,434.5,640.0,0
0,0,0,0,0,0,1,0,0,1,427.5,419.5,400.2,429.5,520.0,0
2,1,0,1,1,4,3,1,1,1,378.3,352.4,345.9,466.1,640.0,2
1,1,3,1,3,5,1,1,0,1,534.6,590.7,553.8,455.5,720.0,2
4,1,3,1,1,1,1,1,1,2,479.6,525.4,480.9,521.4,500.0,2
6,0,2,4,1,4,1,1,1,2,447.3,608.8,587.2,643.1,740.0,2
4,1,2,2,1,4,2,0,1,3,518.5,569.3,533.6,551.9,560.0,2
1,0,0,7,0,3,1,0,0,1,498.3,472.2,489.4,598.5,720.0,0
15,3,4,6,4,6,4,3,1,3,671.7,646.8,644.8,810.3,900.0,1
9,2,3,5,3,6,2,0,0,2,585.5,536.6,614.1,751.8,960.0,1
1,0,0,1,0,1,1,0,0,1,384.0,458.9,454.2,386.7,660.0,0
3,1,1,1,1,1,1,0,0,1,439.1,526.9,507.7,436.1,460.0,0
4,1,2,2,3,1,1,1,0,1,498.9,596.2,632.4,617.6,840.0,2
13,3,3,6,3,6,3,2,1,4,491.3,602.3,528.1,593.6,660.0,1
3,1,3,3,3,3,1,0,0,2,506.8,528.9,541.0,481.6,260.0,0
0,0,2,1,4,2,1,0,0,1,551.0,571.1,603.2,444.1,700.0,2
2,1,2,3,1,2,2,0,0,1,608.7,626.7,651.0,703.4,800.0,0
16,4,4,5,4,6,4,2,1,4,595.5,603.7,533.2,711.5,880.0,1
3,2,1,1,1,3,3,1,0,2,536.6,648.6,608.0,331.3,560.0,2
3,0,1,1,0,1,1,0,0,1,583.7,553.4,517.0,516.7,540.0,0
2,0,1,4,1,5,2,1,0,1,510.8,500.9,545.6,553.8,680.0,2
1,0,0,7,3,5,1,0,0,1,407.2,536.4,453.4,548.7,360.0,2
3,0,0,1,0,1,1,0,0,1,504.7,553.9,490.8,571.9,600.0,0
1,0,3,2,3,4,1,0,0,1,531.0,581.1,515.5,719.7,800.0,2
2,0,3,3,2,3,2,1,0,1,445.4,525.2,514.3,371.2,520.0,2
6,1,3,3,3,4,2,2,1,1,499.5,533.5,546.0,667.2,680.0,1
12,1,3,6,3,6,3,2,1,3,503.6,550.1,551.0,663.3,380.0,1
2,1,2,4,3,6,1,1,0,1,527.0,433.1,542.3,556.1,480.0,2
0,0,1,4,1,4,1,0,0,0,436.2,447.6,463.0,352.0,400.0,0
14,2,4,3,3,4,2,2,0,2,471.1,625.2,542.5,640.9,740.0,1
1,1,1,1,1,3,1,0,0,1,544.9,596.2,623.7,595.3,440.0,0
5,1,4,5,5,4,1,1,0,2,479.8,541.7,576.7,404.2,580.0,0
4,2,3,4,3,5,1,0,0,2,477.3,412.6,491.2,495.7,600.0,2
9,0,3,4,1,4,2,2,1,1,552.7,591.9,539.2,663.7,920.0,2
2,0,2,4,3,3,2,0,0,2,334.7,581.8,531.2,351.1,560.0,2
8,0,2,4,3,4,1,0,0,1,631.4,651.6,632.2,645.1,920.0,2
2,0,3,7,5,2,1,0,0,0,467.1,551.5,436.4,572.1,580.0,0
9,3,4,6,5,5,2,1,1,2,657.6,610.4,649.8,805.9,920.0,1
3,0,2,3,1,1,1,0,0,2,485.6,445.0,486.7,477.3,720.0,0
1,0,2,5,1,5,1,0,0,1,357.2,528.9,446.4,585.4,820.0,0
1,0,0,3,0,1,1,0,0,0,449.2,510.0,499.5,354.7,420.0,0
1,0,2,1,0,1,1,0,0,1,550.3,567.8,575.9,549.4,740.0,0
2,1,3,4,3,4,1,0,0,2,402.2,490.3,469.6,334.6,0.0,0
5,1,5,5,5,5,1,0,0,4,433.0,505.4,529.3,463.4,800.0,0
1,0,4,3,2,5,1,1,0,1,520.2,528.4,533.8,577.9,580.0,0
1,0,2,2,2,0,1,0,0,1,359.2,485.1,459.6,578.9,580.0,0
16,1,4,5,4,6,4,2,1,1,622.0,631.8,663.2,665.6,940.0,1
2,0,0,3,0,3,1,1,0,1,539.2,497.2,497.5,441.5,580.0,2
10,1,4,5,4,6,3,0,0,2,550.1,603.9,581.7,693.1,980.0,1
3,1,3,4,3,4,1,0,0,1,676.7,706.9,679.8,851.3,860.0,2
3,1,1,3,1,4,1,1,0,1,395.6,541.3,430.1,622.9,780.0,2
1,0,1,4,1,4,2,1,0,1,556.8,612.4,559.5,483.6,580.0,2
0,3,5,5,5,1,2,2,1,4,449.2,510.4,549.0,348.4,840.0,1
1,0,2,0,0,1,1,0,0,0,410.6,432.9,392.1,369.5,460.0,0
6,2,3,4,3,6,3,1,1,2,469.0,621.6,571.6,620.2,680.0,1
8,2,3,6,5,5,2,1,1,1,402.8,605.8,543.1,667.8,560.0,1
15,3,3,4,3,4,1,0,1,1,585.7,576.0,547.0,607.6,720.0,1
10,3,2,4,3,5,1,1,0,2,412.2,347.0,399.5,662.5,420.0,0
3,1,5,1,1,1,3,0,0,2,464.4,518.1,559.2,630.9,580.0,2
7,1,2,3,1,4,1,1,1,1,531.2,596.9,576.1,712.6,940.0,2
2,1,1,1,1,1,1,0,0,1,390.0,472.4,407.7,332.4,320.0,0
1,0,5,5,1,6,2,1,0,0,447.4,468.5,484.9,465.9,580.0,2
1,1,5,1,5,4,1,0,0,1,571.3,648.4,620.8,437.7,840.0,0
6,1,3,5,3,5,1,1,1,1,723.7,686.2,557.8,788.5,940.0,2
7,2,3,6,3,5,3,2,1,1,644.7,687.5,651.4,645.3,760.0,1
6,2,1,5,3,5,2,1,0,2,561.9,677.4,653.5,700.6,760.0,2
1,1,1,0,1,0,1,0,0,1,466.6,450.1,367.9,457.9,300.0,0
1,0,2,2,1,2,1,0,0,2,436.7,327.4,391.3,392.2,460.0,0
1,1,2,3,5,4,2,0,0,1,537.9,528.6,450.2,442.1,400.0,0
10,1,2,3,3,5,2,1,0,3,741.9,714.3,596.3,939.8,980.0,1
1,0,0,1,1,2,1,0,0,1,397.2,437.8,439.0,332.6,540.0,0
7,1,0,1,0,2,1,0,0,1,398.7,512.4,674.3,680.2,720.0,0
8,1,0,1,0,2,2,1,1,3,405.5,502.2,508.7,343.2,560.0,2
5,2,2,5,3,5,3,1,1,2,548.9,601.9,583.6,727.7,940.0,1
1,1,2,4,2,5,2,0,0,1,510.5,554.7,534.4,691.7,720.0,0
5,2,3,3,3,6,2,0,0,2,657.3,753.9,627.9,795.9,960.0,1
1,0,1,3,1,3,1,0,0,1,421.4,442.5,524.9,466.6,660.0,0
6,2,4,5,5,4,4,1,0,1,574.5,536.9,554.1,698.0,960.0,1
4,1,1,5,1,4,2,1,0,2,488.4,561.2,570.0,589.0,540.0,2
0,0,0,2,0,0,1,0,0,1,389.1,428.2,390.2,386.5,560.0,0
4,1,3,4,4,6,1,0,0,1,413.8,509.2,533.2,357.6,580.0,2
0,0,0,7,0,7,1,0,0,1,457.1,536.2,564.2,601.4,700.0,0
4,1,5,4,1,4,2,1,1,4,501.1,486.5,556.0,493.7,660.0,1
1,1,1,4,1,4,1,0,0,0,385.9,460.6,494.4,344.9,440.0,0
5,1,1,4,1,5,2,2,1,4,415.2,453.0,508.5,418.1,360.0,1
1,0,3,4,1,1,1,0,0,1,483.7,474.9,453.9,537.8,540.0,0
1,0,0,1,0,1,0,0,0,0,527.4,514.7,541.0,492.3,600.0,0
3,1,2,4,3,4,2,0,0,2,476.5,553.6,462.4,618.3,540.0,2
3,1,0,2,0,2,3,1,0,1,460.5,488.0,445.0,401.1,460.0,2
4,1,1,4,3,4,1,1,0,1,414.4,533.1,514.2,462.2,720.0,2
1,1,2,4,1,4,1,0,1,1,522.2,535.5,527.2,450.1,640.0,2
2,0,1,1,2,3,1,0,0,1,543.1,598.4,436.2,428.9,500.0,2
9,2,3,4,3,4,2,1,1,2,647.4,647.5,643.0,753.9,920.0,1
2,1,2,4,3,6,1,1,0,1,634.3,599.8,595.6,685.2,860.0,2
1,0,0,1,5,4,1,0,0,1,389.6,414.8,374.7,378.9,760.0,0
2,0,5,7,3,4,1,0,0,1,517.6,588.3,554.2,583.8,880.0,2
1,0,5,7,1,4,2,0,0,1,361.7,446.5,483.0,458.0,0.0,0
2,1,2,1,1,4,2,0,0,1,384.8,439.9,462.6,367.8,560.0,0
16,4,4,6,3,6,4,1,1,4,577.2,682.5,586.9,679.7,560.0,1
3,0,0,0,1,1,2,1,1,1,463.1,583.3,534.8,455.2,660.0,2
1,1,1,4,1,2,1,0,0,1,495.1,467.5,499.6,413.2,280.0,0
1,1,1,4,1,4,2,0,0,1,576.6,572.7,574.0,591.5,820.0,2
5,1,5,7,3,3,1,1,1,2,504.0,489.0,523.0,558.5,340.0,2
1,0,1,4,1,4,1,0,0,1,439.7,520.4,535.5,472.5,560.0,0
9,1,2,1,3,6,1,1,0,2,456.6,538.5,523.3,606.6,600.0,2
1,0,2,1,1,2,1,0,0,0,406.6,520.9,470.1,449.7,300.0,0
1,0,0,4,1,4,1,0,0,1,504.0,379.2,331.6,355.8,400.0,0
1,0,0,0,0,0,1,0,0,1,423.2,541.2,492.2,448.1,540.0,0
1,0,1,2,1,4,1,0,0,1,460.8,476.3,479.9,583.8,540.0,0
1,0,0,2,0,3,1,0,0,1,520.8,554.1,566.0,607.7,600.0,0
1,0,1,1,1,1,1,0,0,1,442.5,452.5,512.6,510.7,520.0,0
1,0,2,4,5,1,1,0,0,1,510.9,621.4,511.2,577.8,640.0,0
2,1,4,4,3,6,1,1,1,1,593.5,627.9,585.3,831.3,760.0,2
9,3,3,4,3,5,4,1,1,4,388.5,314.8,386.5,383.5,540.0,1
3,1,0,2,3,6,1,0,0,1,656.9,623.6,553.8,790.6,880.0,2
4,1,3,5,0,4,1,1,0,1,570.2,583.0,590.8,629.3,600.0,2
1,0,0,2,0,2,1,0,0,1,572.2,520.4,521.9,428.3,520.0,0
10,1,3,3,3,6,3,0,0,3,442.3,547.9,562.1,585.8,920.0,1
5,1,2,1,1,1,1,1,0,2,546.6,533.4,600.0,640.2,740.0,2
2,0,0,4,1,4,1,1,0,1,426.0,438.2,464.2,416.6,600.0,0
3,0,3,2,5,4,1,0,0,1,553.8,569.8,511.3,624.3,620.0,2
2,1,2,7,2,7,1,1,1,1,467.3,484.0,484.8,399.9,600.0,2
3,0,5,1,5,3,1,1,0,1,571.1,617.5,534.1,647.2,820.0,0
3,0,1,4,1,4,1,0,0,1,571.1,577.1,576.8,581.2,840.0,2
5,1,4,6,4,5,2,1,1,2,466.0,506.1,456.2,489.5,660.0,1
1,0,2,2,1,2,1,0,0,1,495.9,567.7,577.0,465.7,800.0,0
1,0,0,1,1,4,1,0,0,1,498.3,555.0,559.3,608.2,800.0,0
2,0,1,4,1,4,1,1,0,2,485.4,467.6,531.4,542.1,440.0,2
6,3,3,5,5,5,4,1,1,3,687.4,653.5,639.7,789.9,380.0,1
2,0,5,5,1,3,3,1,0,1,412.6,443.1,386.2,331.4,300.0,0
10,2,2,4,3,6,1,1,1,1,584.8,577.8,604.5,677.2,640.0,2
0,0,1,1,1,4,1,0,0,1,582.5,586.9,604.5,671.2,820.0,0
6,1,4,6,4,6,3,1,0,1,610.6,635.4,584.9,770.2,960.0,1
1,0,5,1,1,1,2,0,0,1,417.0,493.4,384.6,411.0,320.0,0
16,4,3,6,3,6,4,2,1,3,607.6,633.4,599.0,764.1,760.0,1
5,2,3,6,3,6,1,0,1,2,498.9,611.9,512.2,612.2,680.0,1
14,4,5,5,5,5,4,3,1,4,647.7,550.6,535.8,723.2,760.0,1
1,0,0,1,1,1,2,1,0,2,442.5,350.7,369.5,387.8,440.0,0
1,0,1,2,1,2,1,0,0,1,464.4,504.9,487.6,544.8,720.0,0
7,0,2,4,1,2,1,1,0,2,421.3,583.2,602.1,696.8,760.0,2
3,0,1,1,3,4,1,0,0,1,396.1,548.2,564.6,623.5,660.0,2
1,0,2,4,1,4,1,0,0,1,517.1,475.5,585.7,404.2,740.0,0
10,4,4,4,3,5,4,3,1,3,724.7,651.2,657.8,906.6,960.0,1
1,2,1,1,1,1,1,0,0,1,388.2,400.7,384.8,446.8,0.0,0
1,0,1,1,1,4,1,0,0,1,547.9,573.0,504.1,597.2,640.0,0
4,1,3,5,3,6,1,0,0,0,626.5,575.8,588.1,649.6,960.0,2
5,0,2,2,2,4,1,1,1,2,384.9,585.7,551.0,402.3,560.0,2
6,1,2,1,2,4,2,1,1,2,562.4,584.9,538.9,647.7,620.0,2
8,1,3,5,3,6,3,2,1,1,535.0,580.4,555.9,715.1,740.0,1
1,2,2,4,3,5,1,1,1,1,541.1,486.0,499.9,526.9,640.0,2
7,1,2,3,1,3,2,1,0,1,574.5,568.9,529.2,649.0,740.0,2
4,3,1,5,1,6,2,1,0,1,536.6,546.8,511.9,547.7,820.0,2
2,0,1,3,1,7,1,0,0,1,396.0,433.2,366.4,373.8,200.0,0
1,0,2,1,1,2,1,0,0,1,499.5,553.0,538.3,503.4,240.0,0
8,1,2,4,2,4,2,1,1,2,552.9,589.8,517.1,611.2,420.0,2
